age,gender,employment_status,state_of_residence,total_monthly_inflow,total_monthly_outflow,transaction_frequency,salary_payment_detected,end_of_month_balance,highest_credit_amount,highest_debit_amount,gambling_transactions_count,loan_related_transactions_count,previous_loan_taken,previous_loan_amount,repayment_status,missed_payment_count,airtime_spend_per_month,data_subscription_spend,loan_defaulted
32,Female,Employed,Imo,295866,219217,5,Yes,108249,116295,72917,0,4,No,0,N/A,0,3267,6331,0
32,Male,Employed,Katsina,539844,382725,29,Yes,236913,349175,194596,0,0,No,0,N/A,0,2095,6267,0
26,Female,Employed,Osun,264069,134514,10,Yes,172571,180299,26903,0,2,No,0,N/A,0,5380,500,0
29,Female,Self-employed,Edo,94611,47340,23,No,198553,74120,13715,0,0,No,0,N/A,0,6434,7461,0
45,Male,Employed,Enugu,190655,129293,17,Yes,228382,74509,45042,0,1,Yes,1050452,On-time,0,2804,9267,0
39,Female,Employed,Lagos,362797,305425,22,Yes,69901,250444,132404,0,2,Yes,2090113,On-time,1,823,7378,0
33,Male,Self-employed,Bauchi,285999,279484,20,No,3157,219207,148406,0,1,Yes,1283004,Late,4,3358,10385,1
35,Female,Employed,Cross River,449888,255769,41,Yes,359391,178884,86484,1,0,No,0,N/A,0,4879,7336,0
19,Male,Employed,Oyo,349160,207795,45,Yes,190711,242003,102604,0,0,No,0,N/A,0,3412,4785,0
35,Female,Employed,Osun,483557,307836,43,Yes,369787,157559,123724,0,0,No,0,N/A,0,5397,6262,0
26,Female,Self-employed,Cross River,50000,36317,51,No,57621,18931,11763,4,1,Yes,122511,On-time,0,4753,7429,1
23,Female,Employed,Osun,516736,365956,64,Yes,333875,158161,171855,0,2,No,0,N/A,0,4139,3080,0
46,Female,Self-employed,Kano,504960,294650,12,No,362195,253623,66986,0,0,No,0,N/A,0,2592,7795,0
44,Male,Employed,Plateau,285164,169239,32,Yes,305925,177048,79303,0,1,No,0,N/A,0,1629,6562,0
44,Male,Self-employed,Osun,227032,171469,27,No,80003,179397,38923,2,0,No,0,N/A,0,1343,5232,1
33,Male,Self-employed,Enugu,164303,126399,60,No,60796,71001,35661,4,1,Yes,561127,Late,1,2156,1988,1
41,Male,Self-employed,Plateau,150087,107329,37,No,90572,67335,25418,1,1,Yes,599631,Late,2,6997,8743,1
35,Male,Employed,Oyo,113753,64586,48,Yes,176747,83386,37375,0,0,Yes,173988,On-time,1,5102,6021,0
28,Female,Unemployed,Enugu,91419,71455,52,No,25656,54070,21525,4,3,Yes,297227,Late,0,3780,6492,1
21,Male,Employed,Kwara,220341,187218,32,Yes,79277,113918,56817,0,1,Yes,698925,Late,2,7499,9144,1
45,Female,Self-employed,Edo,189464,104170,38,No,263238,126819,21406,1,0,Yes,424755,On-time,0,2602,2388,0
35,Male,Employed,Plateau,592246,424184,49,No,215879,425970,221439,2,1,Yes,3029290,On-time,1,4151,7228,0
38,Male,Unemployed,Katsina,86074,69228,48,No,24926,41793,39342,2,0,Yes,337603,Late,0,564,5854,1
27,Male,Self-employed,Edo,479253,461801,44,No,10735,203295,222673,5,4,Yes,1503899,Late,4,7985,2700,1
21,Male,Self-employed,Osun,210316,120986,34,No,199803,69002,47963,0,0,No,0,N/A,0,3013,9330,0
29,Male,Employed,Lagos,308155,220052,30,Yes,101457,194787,121617,0,0,No,0,N/A,0,5141,7904,0
22,Male,Unemployed,Kaduna,27445,22038,22,No,34506,13130,7526,0,0,Yes,141143,On-time,2,2663,8016,1
35,Male,Employed,Rivers,456145,487655,35,Yes,0,226414,205472,4,1,No,0,N/A,0,1198,5042,1
28,Male,Employed,Rivers,376222,258497,37,Yes,216782,227717,68280,0,0,Yes,1643423,On-time,0,5111,2243,0
30,Male,Employed,Abuja,496372,312085,48,Yes,233332,169648,64804,0,0,No,0,N/A,0,2580,1224,0
18,Male,Employed,Akwa Ibom,714007,400799,41,Yes,343599,353802,117707,0,1,Yes,1497822,On-time,1,4225,6335,0
23,Male,Employed,Akwa Ibom,551255,371605,5,Yes,326036,212700,148658,0,1,Yes,1686724,On-time,0,4655,7772,0
32,Male,Employed,Borno,211186,123396,38,Yes,133501,136433,34859,0,1,No,0,N/A,0,5716,4296,0
41,Female,Employed,Osun,305048,261899,34,Yes,51256,163849,111116,0,0,Yes,1263549,Late,1,1807,7514,0
31,Male,Employed,Oyo,404216,251128,40,Yes,233141,281245,95558,0,0,No,0,N/A,0,4667,4107,0
35,Male,Employed,Kano,322312,225903,24,Yes,278728,129484,51232,0,0,No,0,N/A,0,3448,7822,0
26,Male,Employed,Lagos,378730,328936,26,Yes,24286,265833,122821,0,3,Yes,2267044,On-time,0,500,6859,1
34,Male,Self-employed,Lagos,167617,157961,32,No,5138,110856,73087,3,1,Yes,761622,Late,2,3582,11330,1
26,Female,Employed,Kano,559489,384893,41,Yes,339136,312756,98582,2,0,No,0,N/A,0,6148,9578,0
46,Male,Employed,Akwa Ibom,372630,316733,33,Yes,101767,253149,139002,0,1,No,0,N/A,0,5568,5931,1
32,Female,Employed,Enugu,336140,345921,16,Yes,0,134834,112607,2,5,Yes,742030,Late,0,3258,783,1
33,Male,Self-employed,Anambra,116603,82258,57,No,173056,81402,25399,0,0,No,0,N/A,0,1816,7670,0
36,Female,Employed,Imo,173660,95119,21,Yes,223576,71089,41673,1,1,No,0,N/A,0,5696,1302,0
27,Male,Employed,Bauchi,245484,128166,43,Yes,263128,118856,47798,0,1,Yes,283717,On-time,1,3334,6474,0
26,Male,Employed,Imo,164698,119320,52,Yes,225239,76196,66865,0,0,No,0,N/A,0,3061,6933,1
31,Male,Self-employed,Abuja,489051,421235,22,No,111427,390660,124937,0,1,Yes,587719,On-time,0,1966,4267,1
40,Male,Unemployed,Akwa Ibom,70015,64987,56,No,3153,29126,13371,2,3,Yes,337596,Late,0,6669,6889,1
35,Female,Employed,Imo,495014,404618,39,Yes,121538,393704,203398,0,4,Yes,1589722,On-time,0,2363,9597,0
31,Female,Employed,Kaduna,405147,224009,5,Yes,380351,320292,103000,0,0,Yes,2034676,On-time,0,5383,9792,0
26,Male,Employed,Delta,528427,498454,52,Yes,23104,202746,199453,1,1,Yes,2353835,Late,4,6022,9024,1
44,Female,Employed,Anambra,534631,291287,60,Yes,390269,282063,136061,0,0,No,0,N/A,0,3329,6027,1
35,Male,Employed,Kaduna,412229,305144,41,Yes,223553,224354,110082,0,0,No,0,N/A,0,4482,1546,1
34,Female,Unemployed,Rivers,112664,86862,58,No,33141,35587,32081,0,2,Yes,160301,Late,1,5863,5783,1
41,Female,Self-employed,Kaduna,357182,257715,29,No,154864,238852,81079,0,1,No,0,N/A,0,4577,5224,1
30,Male,Employed,Anambra,322636,166723,27,Yes,351474,228583,90200,0,0,Yes,1835742,On-time,0,3588,2760,0
38,Female,Employed,Kano,276326,149733,30,Yes,173102,217341,75423,0,0,No,0,N/A,0,3876,6438,0
36,Male,Employed,Kwara,169519,94613,19,Yes,118248,72593,32369,0,0,No,0,N/A,0,3087,5544,0
33,Male,Employed,Lagos,288050,206291,21,Yes,129645,98331,81240,1,0,Yes,723609,On-time,0,6704,5846,0
22,Male,Employed,Kaduna,175149,144462,35,No,48000,95266,33646,1,2,No,0,N/A,0,500,3818,0
22,Female,Employed,Edo,431276,287576,59,Yes,303568,315306,93620,0,1,No,0,N/A,0,6447,5410,0
44,Female,Employed,Plateau,605404,589144,33,Yes,8806,435355,202996,1,3,Yes,3208019,Late,3,592,2226,1
18,Male,Employed,Cross River,313492,279098,30,No,47291,183036,120493,2,1,Yes,1080958,On-time,0,1533,6982,1
35,Female,Employed,Kano,216151,138924,41,Yes,130575,94959,39938,0,0,No,0,N/A,0,4883,3708,1
35,Male,Unemployed,Edo,62024,45190,41,No,38688,43346,15678,2,2,No,0,N/A,0,4232,2465,0
42,Female,Self-employed,Borno,373599,277995,20,No,110423,275355,83361,0,4,No,0,N/A,0,4592,6125,0
34,Female,Self-employed,Ogun,254475,149581,17,No,141773,138196,85006,1,1,Yes,305445,On-time,0,2126,2996,1
28,Male,Unemployed,Anambra,10000,10000,5,No,11952,5436,3719,3,1,No,0,N/A,0,2947,9165,1
29,Male,Unemployed,Imo,64237,64479,5,No,0,35646,25824,1,3,No,0,N/A,0,500,10174,1
41,Female,Unemployed,Katsina,58634,32798,28,No,54766,38833,8023,0,1,Yes,236975,On-time,0,2370,3361,1
32,Male,Employed,Osun,564367,299888,25,Yes,423577,236168,141234,0,1,Yes,2160909,On-time,0,3648,7005,0
44,Male,Employed,Anambra,242175,141980,46,Yes,125613,189077,66325,0,1,No,0,N/A,0,3767,5644,0
23,Male,Employed,Bauchi,480373,427259,28,Yes,97932,321625,132871,0,0,Yes,1156776,Late,0,5982,8115,0
34,Female,Self-employed,Anambra,260453,238382,23,No,10410,186819,136877,5,3,Yes,502326,Late,3,5280,4428,1
24,Female,Self-employed,Ogun,295337,165880,5,No,234229,186344,83018,0,1,No,0,N/A,0,4933,9563,1
27,Female,Employed,Cross River,489828,354581,31,Yes,318898,223821,168930,0,0,No,0,N/A,0,2350,3174,0
22,Female,Employed,Rivers,533462,282720,31,Yes,403028,301794,89107,2,0,Yes,1847964,On-time,0,5560,500,0
30,Female,Employed,Enugu,368426,267331,19,Yes,183007,245555,123898,0,0,No,0,N/A,0,7818,7429,0
35,Female,Employed,Plateau,420007,302779,42,Yes,148186,223439,74932,0,2,No,0,N/A,0,4297,2961,1
28,Male,Employed,Borno,88350,64900,43,Yes,190823,69954,19721,1,0,No,0,N/A,0,3868,6351,0
35,Male,Self-employed,Kaduna,303310,186378,30,Yes,177705,184104,56126,0,0,No,0,N/A,0,500,8085,0
28,Male,Self-employed,Oyo,50000,29531,30,No,185497,23204,8375,0,0,Yes,71172,On-time,0,961,500,0
31,Female,Self-employed,Lagos,496047,350162,28,No,235114,262687,112512,0,0,Yes,2809002,On-time,0,4672,10871,0
36,Male,Self-employed,Plateau,73482,61084,30,No,61099,42699,29680,0,0,Yes,98631,Late,3,2074,4380,1
28,Female,Unemployed,Kano,42404,32690,38,No,39493,21270,17438,2,3,Yes,215130,Late,1,877,9139,1
22,Male,Employed,Kano,189606,126838,8,Yes,201236,63528,45421,0,0,No,0,N/A,0,3245,3951,0
21,Male,Unemployed,Enugu,64593,58640,50,No,3281,43002,34201,0,4,Yes,135789,Late,2,4450,7078,1
30,Female,Self-employed,Borno,316419,322544,59,No,0,210655,170880,1,2,Yes,548095,On-time,1,4303,8764,1
31,Male,Unemployed,Anambra,81967,74818,31,No,5162,44426,30349,2,1,Yes,208388,Late,1,500,7279,1
45,Female,Self-employed,Edo,124501,103861,54,No,61884,96286,37398,0,3,No,0,N/A,0,2586,7566,0
22,Male,Employed,Borno,240559,176722,40,Yes,116449,147072,51085,0,0,No,0,N/A,0,4901,500,0
29,Male,Employed,Enugu,304871,210153,16,Yes,276351,104285,75075,0,0,Yes,457680,On-time,0,1734,6033,0
26,Male,Employed,Borno,260914,184695,33,Yes,107046,129530,39055,0,2,No,0,N/A,0,3635,5093,0
38,Female,Self-employed,Kwara,297429,231856,27,Yes,114394,170158,71897,0,2,Yes,1352467,Late,1,4946,4197,0
38,Male,Employed,Akwa Ibom,335135,237306,25,Yes,262845,138129,68921,0,0,No,0,N/A,0,3778,2310,0
30,Female,Unemployed,Abuja,10000,10000,29,No,0,5649,2645,3,3,Yes,38599,Late,2,5216,7142,1
21,Female,Self-employed,Imo,134854,128396,14,No,4132,44277,27459,5,2,Yes,399107,Late,4,2108,6824,1
35,Male,Self-employed,Imo,99600,77913,23,No,37510,63364,41327,0,1,Yes,434799,On-time,2,3249,8547,0
40,Male,Employed,Bauchi,560214,318011,17,Yes,276824,446093,83471,1,0,No,0,N/A,0,5210,8346,0
33,Male,Employed,Enugu,307959,201666,7,Yes,200307,158211,66976,0,1,Yes,1176760,On-time,0,3255,6311,0
36,Male,Employed,Borno,383343,328104,54,Yes,60968,271863,70888,0,0,Yes,2089053,Late,1,5326,2827,0
39,Male,Self-employed,Delta,198440,132780,48,No,192623,119376,62806,0,0,No,0,N/A,0,559,10483,0
29,Male,Unemployed,Rivers,81867,74362,19,No,4598,55140,21378,6,1,No,0,N/A,0,6145,5976,1
43,Male,Employed,Plateau,318646,252707,43,Yes,71554,108594,76680,0,0,No,0,N/A,0,4151,4181,0
25,Female,Self-employed,Kwara,181748,121036,21,Yes,254466,59105,67314,0,0,No,0,N/A,0,7244,10853,1
47,Male,Self-employed,Lagos,315334,184545,23,No,315897,158706,47485,1,1,No,0,N/A,0,2004,8109,0
41,Male,Employed,Rivers,366691,245349,37,Yes,263675,283438,78101,0,0,No,0,N/A,0,5305,1586,0
44,Male,Employed,Imo,524754,335393,16,Yes,271052,192735,79745,0,0,No,0,N/A,0,2479,5861,0
32,Male,Self-employed,Lagos,212040,106021,39,No,254203,101418,31996,1,1,Yes,225713,On-time,1,6340,5402,0
31,Male,Employed,Kaduna,220744,140662,35,Yes,168478,133233,50004,0,1,Yes,485966,On-time,0,3434,3142,0
41,Male,Employed,Delta,510343,382191,36,Yes,253040,360423,126419,0,0,No,0,N/A,0,2364,500,0
46,Male,Employed,Akwa Ibom,231155,191044,29,Yes,50885,136207,91198,1,0,Yes,1040904,On-time,2,5064,6084,0
52,Female,Employed,Ogun,172718,87468,41,Yes,156467,90075,39084,0,0,Yes,906734,On-time,0,3407,4279,0
31,Female,Self-employed,Oyo,126405,65004,36,No,100388,74932,27154,0,0,Yes,274135,On-time,0,6207,6425,0
27,Male,Employed,Kaduna,186175,141782,47,Yes,77006,139439,74289,3,2,Yes,728996,Late,0,2395,9098,1
24,Male,Unemployed,Lagos,77962,77113,21,No,406,58913,16068,2,3,Yes,201053,On-time,4,1947,8690,1
27,Male,Employed,Edo,307342,240481,58,Yes,113923,130755,59682,0,2,No,0,N/A,0,4856,5231,0
18,Female,Employed,Anambra,361786,195538,5,No,304706,289021,74440,0,0,No,0,N/A,0,1693,500,0
18,Male,Employed,Cross River,243646,202140,64,Yes,49271,172224,116473,0,1,Yes,1033991,Late,1,8889,3373,1
33,Female,Employed,Katsina,224993,134531,29,Yes,139740,150111,38143,0,2,Yes,290876,Late,0,8330,8571,1
31,Male,Employed,Imo,515885,327622,26,Yes,222533,300722,184519,0,1,No,0,N/A,0,846,2591,0
35,Female,Self-employed,Oyo,635057,454778,14,No,227559,430293,197669,1,1,No,0,N/A,0,8542,3786,0
53,Male,Unemployed,Rivers,65864,47742,33,No,62503,51734,12931,0,2,Yes,303654,Late,2,3797,3521,1
47,Female,Employed,Plateau,378014,234489,42,Yes,309266,293061,48967,0,0,Yes,2235047,On-time,0,2650,3790,0
41,Male,Self-employed,Rivers,180979,180954,32,Yes,18,88970,51849,2,3,Yes,581465,Late,3,4651,8625,1
36,Male,Unemployed,Enugu,98075,98846,38,No,0,58774,36143,5,3,Yes,567827,Late,2,8544,7667,1
31,Male,Self-employed,Enugu,50000,25744,39,No,153040,34092,10538,0,0,No,0,N/A,0,5390,1576,1
30,Female,Employed,Kaduna,291845,160682,28,Yes,220770,95017,57703,0,0,Yes,1038541,On-time,0,500,3983,0
28,Male,Employed,Plateau,240849,124708,35,Yes,239436,140417,68740,0,1,Yes,912665,On-time,0,4350,989,0
29,Female,Self-employed,Plateau,198181,176870,31,No,7745,71670,72061,2,5,Yes,441792,Late,3,4638,5393,1
23,Female,Self-employed,Akwa Ibom,137917,69102,36,No,209493,85634,25174,0,1,Yes,475568,On-time,0,3277,4807,0
20,Male,Employed,Osun,579529,335455,44,Yes,334840,242510,80102,0,0,Yes,1098299,On-time,0,5241,8120,0
34,Male,Self-employed,Cross River,118451,123853,15,No,0,49789,68084,2,2,Yes,610391,Late,1,2996,882,1
25,Male,Unemployed,Akwa Ibom,75007,57518,26,No,55378,38253,24810,0,2,No,0,N/A,0,4869,6426,0
27,Female,Self-employed,Bauchi,510313,398323,5,No,140372,407364,101208,1,1,No,0,N/A,0,2068,9887,0
48,Male,Self-employed,Abuja,244371,191508,66,No,73964,145862,82393,0,0,No,0,N/A,0,3793,1282,0
37,Female,Employed,Kaduna,451842,228767,22,Yes,306944,311819,97353,0,0,Yes,1041862,On-time,0,5229,10335,0
37,Male,Self-employed,Kwara,232813,169170,71,No,80402,118629,74387,1,1,Yes,830802,Late,1,500,4903,1
39,Female,Unemployed,Enugu,56606,49408,15,No,4411,32563,17932,1,3,Yes,204171,Late,3,3923,5149,1
26,Male,Self-employed,Ogun,505556,397333,40,No,146966,382463,170395,1,2,No,0,N/A,0,2855,2629,0
26,Male,Employed,Plateau,428384,427097,7,No,660,260333,99355,3,1,Yes,616419,Late,2,4142,1119,1
42,Female,Employed,Borno,535937,269825,29,Yes,403000,340018,140163,0,1,No,0,N/A,0,8607,561,0
32,Female,Employed,Rivers,203993,178687,50,Yes,32520,84767,99877,1,4,Yes,465299,Late,0,3052,3902,1
40,Female,Unemployed,Bauchi,26020,27048,46,No,0,11872,9852,1,2,No,0,N/A,0,5119,5562,1
18,Female,Employed,Kwara,464017,506432,50,Yes,0,169532,237356,2,5,Yes,2156077,Late,5,1254,6054,1
30,Female,Self-employed,Akwa Ibom,621598,644164,20,No,0,312454,198186,1,5,No,0,N/A,0,5192,3097,1
24,Male,Employed,Bauchi,413231,294026,39,Yes,172111,321554,103106,0,0,No,0,N/A,0,3006,4452,0
35,Male,Employed,Bauchi,228349,196783,18,Yes,75962,103038,106947,0,2,No,0,N/A,0,4816,6652,0
30,Female,Unemployed,Kano,64480,60153,40,No,2381,40162,24315,2,4,Yes,103152,Late,0,5979,3154,1
22,Female,Self-employed,Imo,496548,349066,46,No,337716,226654,189683,0,0,Yes,823492,On-time,0,6058,7616,1
21,Male,Self-employed,Ogun,268356,190727,36,No,114914,144305,102923,1,2,Yes,782790,Late,0,4677,3997,0
35,Female,Employed,Anambra,363665,236774,62,Yes,229852,259785,125922,0,0,No,0,N/A,0,2813,5944,0
24,Female,Employed,Lagos,203251,146304,56,Yes,207513,72417,53124,0,2,Yes,1104039,On-time,1,6130,9357,0
20,Female,Employed,Delta,328943,281279,39,Yes,70354,121586,57461,1,1,No,0,N/A,0,4848,5118,0
19,Male,Self-employed,Kaduna,330581,317412,5,No,9744,182732,127949,3,3,Yes,559296,Late,4,4429,3314,1
32,Female,Unemployed,Bauchi,101978,75376,29,No,68513,63672,27707,2,3,No,0,N/A,0,689,4143,1
26,Female,Employed,Cross River,484488,435625,9,Yes,73449,368378,147244,1,4,Yes,617074,Late,0,3258,955,1
31,Female,Employed,Anambra,398251,241990,37,Yes,197706,221505,82163,0,0,Yes,1144623,On-time,0,6911,7422,1
34,Female,Employed,Katsina,263910,161261,51,Yes,244254,146324,87819,0,1,Yes,1406687,On-time,1,4554,4933,0
37,Male,Employed,Bauchi,228047,144718,47,Yes,281913,166192,34579,0,1,No,0,N/A,0,2049,8910,0
26,Male,Self-employed,Kano,460328,322284,27,No,156895,193605,94566,2,2,Yes,617269,Late,1,4470,1022,1
23,Female,Unemployed,Oyo,87600,63626,30,No,132706,40740,15443,0,1,Yes,505190,On-time,0,3699,4019,0
36,Male,Employed,Akwa Ibom,419655,222679,26,Yes,331259,151882,50818,0,1,No,0,N/A,0,4362,8909,0
24,Female,Employed,Kano,388579,195574,31,Yes,305125,266068,112243,1,0,No,0,N/A,0,3671,5636,0
37,Female,Employed,Kwara,141718,90152,10,Yes,100344,91496,24072,0,0,No,0,N/A,0,4069,500,0
28,Female,Employed,Abuja,200920,127938,41,No,108722,98185,46749,0,1,No,0,N/A,0,3234,4628,0
34,Male,Employed,Akwa Ibom,290015,259926,39,Yes,52261,199419,87604,1,3,Yes,1200181,On-time,3,3239,4007,1
29,Female,Employed,Anambra,162590,134482,18,Yes,49126,60849,58982,2,0,No,0,N/A,0,3113,8545,0
43,Male,Employed,Osun,232805,153813,19,Yes,207162,150866,53065,0,0,No,0,N/A,0,3025,6600,0
27,Male,Employed,Enugu,300808,251708,47,Yes,55240,194028,82167,0,0,No,0,N/A,0,4285,3266,0
33,Female,Employed,Cross River,269574,237808,31,Yes,37038,146090,59285,0,1,Yes,684285,On-time,0,4639,9960,0
39,Male,Unemployed,Katsina,18293,13413,37,No,51122,8486,4678,1,2,No,0,N/A,0,2521,8575,0
18,Male,Employed,Cross River,120094,82381,32,Yes,223170,61474,27750,0,0,No,0,N/A,0,3871,6608,0
33,Male,Self-employed,Akwa Ibom,305748,211132,47,No,260741,143984,78853,0,0,Yes,1602840,On-time,0,6387,3334,0
26,Male,Employed,Bauchi,467717,332668,44,Yes,226158,152303,120010,0,0,No,0,N/A,0,2891,10819,0
24,Female,Employed,Akwa Ibom,179679,123500,42,Yes,174404,72236,39120,0,1,No,0,N/A,0,3766,9994,0
22,Male,Unemployed,Osun,61793,63450,49,No,0,32340,15823,2,5,Yes,125433,Late,2,5920,6387,1
29,Male,Employed,Lagos,450729,307763,57,Yes,301520,355041,132161,0,1,No,0,N/A,0,6499,1001,0
29,Female,Self-employed,Osun,348247,271189,53,Yes,103362,253270,91119,0,2,No,0,N/A,0,5075,6284,0
35,Male,Employed,Osun,427294,270834,22,Yes,290818,170167,77105,1,0,Yes,515951,On-time,0,5260,500,0
34,Male,Employed,Kaduna,438297,369856,33,Yes,115298,247109,112274,0,4,Yes,554065,Late,0,2783,6089,0
21,Male,Employed,Anambra,652291,353257,54,Yes,387386,396982,207689,0,0,Yes,3025427,On-time,0,4153,5372,0
47,Male,Self-employed,Kwara,480924,394595,57,No,113369,271399,131706,0,2,Yes,1729673,On-time,0,5106,3355,0
18,Male,Employed,Borno,96622,61793,27,Yes,117289,74054,35163,1,0,No,0,N/A,0,500,5085,0
18,Male,Employed,Cross River,596506,370582,40,Yes,261296,468991,150902,0,0,No,0,N/A,0,1266,6777,0
31,Female,Employed,Kwara,276758,151868,44,Yes,235774,189405,34136,0,2,No,0,N/A,0,2030,5596,0
26,Female,Employed,Edo,277874,168232,45,Yes,136828,145755,72515,1,0,No,0,N/A,0,500,7350,0
26,Male,Employed,Akwa Ibom,232826,161033,31,Yes,265722,182777,87928,1,0,Yes,932226,On-time,0,1871,7985,1
39,Female,Unemployed,Katsina,108629,99990,33,No,3965,82810,22246,6,4,No,0,N/A,0,5747,4908,1
26,Male,Self-employed,Abuja,141331,123015,16,No,48480,78773,29502,3,1,Yes,152657,Late,0,3791,6179,1
34,Male,Unemployed,Abuja,73808,60163,37,No,24320,43610,30474,1,0,Yes,223791,Late,1,4657,7520,1
30,Female,Employed,Delta,290578,159948,23,Yes,314218,197651,75265,0,1,No,0,N/A,0,2171,3272,0
37,Male,Self-employed,Enugu,381364,194527,15,No,265547,203754,50418,1,0,Yes,2258922,On-time,1,3223,4083,1
41,Female,Employed,Cross River,601801,304061,6,Yes,323937,314689,160137,0,1,No,0,N/A,0,5719,5239,1
30,Female,Unemployed,Borno,27041,29327,56,No,0,12603,14086,4,2,Yes,130515,Late,4,5298,7433,1
30,Male,Self-employed,Akwa Ibom,103526,92820,18,No,44630,68206,54823,2,0,Yes,298776,On-time,3,3411,9069,1
21,Male,Unemployed,Kwara,94380,89513,23,No,2940,49293,44483,2,1,Yes,202129,Late,0,3709,4038,1
45,Female,Employed,Edo,176257,90657,9,Yes,210595,130812,23634,0,0,No,0,N/A,0,7368,8000,0
32,Male,Employed,Plateau,370420,185890,5,Yes,329039,233613,40033,0,0,No,0,N/A,0,4308,4872,0
27,Female,Self-employed,Lagos,326119,266248,42,No,100772,238778,101907,1,3,Yes,1100828,Late,2,4776,4715,1
26,Female,Unemployed,Ogun,58187,30093,51,No,147043,29592,16584,0,0,No,0,N/A,0,5053,3567,1
30,Female,Employed,Abuja,351924,324727,42,Yes,14542,256527,104549,0,1,Yes,690961,Late,0,3214,2836,1
34,Male,Unemployed,Plateau,42079,32255,27,No,57120,19840,19199,0,0,Yes,144169,Late,3,7626,3971,1
30,Female,Employed,Cross River,223046,157888,26,Yes,71141,153286,40067,0,2,Yes,744662,Late,2,1382,10803,1
33,Male,Employed,Rivers,93782,72947,74,Yes,65769,70052,24388,2,1,Yes,382194,Late,2,500,6713,1
18,Female,Employed,Plateau,202169,121552,20,Yes,280399,66206,52439,0,0,Yes,285636,On-time,1,3589,1480,0
46,Male,Employed,Anambra,262884,151369,31,Yes,305495,203039,50549,0,0,Yes,1013225,On-time,0,4090,6675,0
21,Male,Self-employed,Kaduna,338402,214320,7,No,217098,130142,126659,0,1,No,0,N/A,0,3988,8535,0
25,Male,Employed,Lagos,630322,396341,41,Yes,432232,381767,138081,0,0,Yes,3063844,On-time,0,3207,1607,0
18,Female,Self-employed,Oyo,264732,184916,57,No,203584,124697,96894,0,1,No,0,N/A,0,2480,2836,0
25,Female,Employed,Edo,80000,71471,43,Yes,39232,58537,18280,1,2,Yes,307682,On-time,1,4467,8106,0
18,Male,Employed,Edo,336244,201282,21,Yes,311032,141894,118090,0,0,Yes,1947084,On-time,0,2499,1261,0
31,Female,Employed,Cross River,642627,365249,39,Yes,429943,209386,80251,0,0,No,0,N/A,0,853,1336,0
25,Female,Employed,Enugu,199011,114902,26,Yes,279591,100611,43419,0,0,Yes,772704,On-time,0,6318,7919,0
41,Female,Employed,Bauchi,281355,182609,37,Yes,251870,114085,97996,1,1,No,0,N/A,0,1031,4374,0
21,Female,Self-employed,Cross River,90083,51566,36,No,101492,36643,18793,0,0,No,0,N/A,0,2051,7110,0
43,Male,Employed,Enugu,255496,132093,45,No,200445,110731,53150,0,2,Yes,1249027,On-time,0,4203,5316,0
27,Male,Employed,Oyo,290540,196228,32,Yes,116080,146603,65098,0,0,Yes,1297809,On-time,0,2474,8108,1
35,Male,Employed,Kaduna,604915,507272,28,Yes,147074,249576,235844,0,2,No,0,N/A,0,5509,5598,0
18,Male,Employed,Borno,100837,80154,42,No,40702,59459,44533,0,4,Yes,387872,Late,0,4648,11834,1
33,Female,Unemployed,Ogun,60523,56328,14,No,1799,32197,14268,0,3,Yes,341272,Late,1,4808,7147,1
32,Female,Unemployed,Plateau,77743,68296,45,No,5875,55754,29431,1,1,Yes,329011,Late,1,7436,500,1
34,Male,Employed,Borno,331253,251265,22,Yes,109532,121473,119767,2,1,Yes,1648002,On-time,0,500,11126,1
36,Male,Unemployed,Oyo,64713,53401,37,No,19699,23050,11733,4,2,Yes,148024,Late,2,3187,3149,1
